Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,7,0.61,0.01,0.36918972358967544
75% Corpus,7,0.61,0.31,0.375565811169264
75% Corpus,7,0.61,0.61,0.38061977004094044
75% Corpus,7,0.61,0.9099999999999999,0.4111373079753431
75% Corpus,7,0.61,symmetric,0.3616775110044402
75% Corpus,7,0.9099999999999999,0.01,0.3698875558941856
75% Corpus,7,0.9099999999999999,0.31,0.37322483040449705
75% Corpus,7,0.9099999999999999,0.61,0.3586838808406735
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.43193195389066863
75% Corpus,7,0.9099999999999999,symmetric,0.359272120075299
75% Corpus,7,symmetric,0.01,0.38664703469186035
75% Corpus,7,symmetric,0.31,0.3545305939408703
75% Corpus,7,symmetric,0.61,0.3542729003580913
75% Corpus,7,symmetric,0.9099999999999999,0.35976457841776605
75% Corpus,7,symmetric,symmetric,0.3796989306669897
75% Corpus,7,asymmetric,0.01,0.3916237134788244
75% Corpus,7,asymmetric,0.31,0.35708831129706503
75% Corpus,7,asymmetric,0.61,0.3433896190328995
75% Corpus,7,asymmetric,0.9099999999999999,0.3119568786368042
75% Corpus,7,asymmetric,symmetric,0.3763693581082053
75% Corpus,8,0.01,0.01,0.38327718372203334
75% Corpus,8,0.01,0.31,0.35376706690071763
75% Corpus,8,0.01,0.61,0.35502538393508626
75% Corpus,8,0.01,0.9099999999999999,0.3426789045026874
75% Corpus,8,0.01,symmetric,0.38158581188099305
75% Corpus,8,0.31,0.01,0.3751232881762072
75% Corpus,8,0.31,0.31,0.36446039056555496
75% Corpus,8,0.31,0.61,0.3684062589057576
75% Corpus,8,0.31,0.9099999999999999,0.39245617757500184
75% Corpus,8,0.31,symmetric,0.36623326158036773
75% Corpus,8,0.61,0.01,0.36918972358967544
75% Corpus,8,0.61,0.31,0.375565811169264
75% Corpus,8,0.61,0.61,0.38061977004094044
75% Corpus,8,0.61,0.9099999999999999,0.4111373079753431
75% Corpus,8,0.61,symmetric,0.3616775110044402
75% Corpus,8,0.9099999999999999,0.01,0.3698875558941856
75% Corpus,8,0.9099999999999999,0.31,0.37322483040449705
75% Corpus,8,0.9099999999999999,0.61,0.3586838808406735
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.43193195389066863
75% Corpus,8,0.9099999999999999,symmetric,0.359272120075299
75% Corpus,8,symmetric,0.01,0.38664703469186035
75% Corpus,8,symmetric,0.31,0.3545305939408703
75% Corpus,8,symmetric,0.61,0.3542729003580913
75% Corpus,8,symmetric,0.9099999999999999,0.35976457841776605
75% Corpus,8,symmetric,symmetric,0.3796989306669897
75% Corpus,8,asymmetric,0.01,0.3916237134788244
75% Corpus,8,asymmetric,0.31,0.35708831129706503
75% Corpus,8,asymmetric,0.61,0.3433896190328995
75% Corpus,8,asymmetric,0.9099999999999999,0.3119568786368042
75% Corpus,8,asymmetric,symmetric,0.3763693581082053
75% Corpus,9,0.01,0.01,0.38327718372203334
75% Corpus,9,0.01,0.31,0.35376706690071763
75% Corpus,9,0.01,0.61,0.35502538393508626
75% Corpus,9,0.01,0.9099999999999999,0.3426789045026874
75% Corpus,9,0.01,symmetric,0.38158581188099305
75% Corpus,9,0.31,0.01,0.3751232881762072
75% Corpus,9,0.31,0.31,0.36446039056555496
75% Corpus,9,0.31,0.61,0.3684062589057576
75% Corpus,9,0.31,0.9099999999999999,0.39245617757500184
75% Corpus,9,0.31,symmetric,0.36623326158036773
75% Corpus,9,0.61,0.01,0.36918972358967544
75% Corpus,9,0.61,0.31,0.375565811169264
75% Corpus,9,0.61,0.61,0.38061977004094044
75% Corpus,9,0.61,0.9099999999999999,0.4111373079753431
75% Corpus,9,0.61,symmetric,0.3616775110044402
75% Corpus,9,0.9099999999999999,0.01,0.3698875558941856
75% Corpus,9,0.9099999999999999,0.31,0.37322483040449705
75% Corpus,9,0.9099999999999999,0.61,0.3586838808406735
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.43193195389066863
75% Corpus,9,0.9099999999999999,symmetric,0.359272120075299
75% Corpus,9,symmetric,0.01,0.38664703469186035
75% Corpus,9,symmetric,0.31,0.3545305939408703
75% Corpus,9,symmetric,0.61,0.3542729003580913
75% Corpus,9,symmetric,0.9099999999999999,0.35976457841776605
75% Corpus,9,symmetric,symmetric,0.3796989306669897
75% Corpus,9,asymmetric,0.01,0.3916237134788244
75% Corpus,9,asymmetric,0.31,0.35708831129706503
75% Corpus,9,asymmetric,0.61,0.3433896190328995
75% Corpus,9,asymmetric,0.9099999999999999,0.3119568786368042
75% Corpus,9,asymmetric,symmetric,0.3763693581082053
75% Corpus,10,0.01,0.01,0.38327718372203334
75% Corpus,10,0.01,0.31,0.35376706690071763
75% Corpus,10,0.01,0.61,0.35502538393508626
75% Corpus,10,0.01,0.9099999999999999,0.3426789045026874
75% Corpus,10,0.01,symmetric,0.38158581188099305
75% Corpus,10,0.31,0.01,0.3751232881762072
75% Corpus,10,0.31,0.31,0.36446039056555496
75% Corpus,10,0.31,0.61,0.3684062589057576
75% Corpus,10,0.31,0.9099999999999999,0.39245617757500184
75% Corpus,10,0.31,symmetric,0.36623326158036773
75% Corpus,10,0.61,0.01,0.36918972358967544
75% Corpus,10,0.61,0.31,0.375565811169264
75% Corpus,10,0.61,0.61,0.38061977004094044
75% Corpus,10,0.61,0.9099999999999999,0.4111373079753431
75% Corpus,10,0.61,symmetric,0.3616775110044402
75% Corpus,10,0.9099999999999999,0.01,0.3698875558941856
75% Corpus,10,0.9099999999999999,0.31,0.37322483040449705
75% Corpus,10,0.9099999999999999,0.61,0.3586838808406735
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.43193195389066863
75% Corpus,10,0.9099999999999999,symmetric,0.359272120075299
75% Corpus,10,symmetric,0.01,0.38664703469186035
75% Corpus,10,symmetric,0.31,0.3545305939408703
75% Corpus,10,symmetric,0.61,0.3542729003580913
75% Corpus,10,symmetric,0.9099999999999999,0.35976457841776605
75% Corpus,10,symmetric,symmetric,0.3796989306669897
75% Corpus,10,asymmetric,0.01,0.3916237134788244
75% Corpus,10,asymmetric,0.31,0.35708831129706503
75% Corpus,10,asymmetric,0.61,0.3433896190328995
75% Corpus,10,asymmetric,0.9099999999999999,0.3119568786368042
75% Corpus,10,asymmetric,symmetric,0.3763693581082053
100% Corpus,2,0.01,0.01,0.43552433558070414
100% Corpus,2,0.01,0.31,0.4027472559343911
100% Corpus,2,0.01,0.61,0.4188668461128705
100% Corpus,2,0.01,0.9099999999999999,0.42460653887894734
100% Corpus,2,0.01,symmetric,0.40503692506122235
100% Corpus,2,0.31,0.01,0.4769386256777395
100% Corpus,2,0.31,0.31,0.4378483041078482
100% Corpus,2,0.31,0.61,0.38450468395625126
100% Corpus,2,0.31,0.9099999999999999,0.47000927304353335
100% Corpus,2,0.31,symmetric,0.40639760679920284
100% Corpus,2,0.61,0.01,0.4120098746398154
100% Corpus,2,0.61,0.31,0.41439368889482
100% Corpus,2,0.61,0.61,0.4047903874040554
100% Corpus,2,0.61,0.9099999999999999,0.4517958914468627
100% Corpus,2,0.61,symmetric,0.4001617297446577
100% Corpus,2,0.9099999999999999,0.01,0.4078774476000769
100% Corpus,2,0.9099999999999999,0.31,0.43681720287372094
100% Corpus,2,0.9099999999999999,0.61,0.41032164828292494
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.4228297055485838
100% Corpus,2,0.9099999999999999,symmetric,0.3762671970474681
100% Corpus,2,symmetric,0.01,0.4285225338554947
100% Corpus,2,symmetric,0.31,0.3748023502542398
100% Corpus,2,symmetric,0.61,0.391263949249529
100% Corpus,2,symmetric,0.9099999999999999,0.4049256780669056
100% Corpus,2,symmetric,symmetric,0.4382544327392299
100% Corpus,2,asymmetric,0.01,0.4118475048160911
100% Corpus,2,asymmetric,0.31,0.4533091434747697
100% Corpus,2,asymmetric,0.61,0.4329594114110277
100% Corpus,2,asymmetric,0.9099999999999999,0.46611304708518847
100% Corpus,2,asymmetric,symmetric,0.45536025135473385
100% Corpus,3,0.01,0.01,0.42654120818413094
100% Corpus,3,0.01,0.31,0.37841020554934757
100% Corpus,3,0.01,0.61,0.40726929836421205
100% Corpus,3,0.01,0.9099999999999999,0.4553337806746782
100% Corpus,3,0.01,symmetric,0.39512186531074306
100% Corpus,3,0.31,0.01,0.46636813438200264
100% Corpus,3,0.31,0.31,0.4325611010225295
100% Corpus,3,0.31,0.61,0.39606894880713694
100% Corpus,3,0.31,0.9099999999999999,0.4592267281010424
100% Corpus,3,0.31,symmetric,0.46680444945811733
100% Corpus,3,0.61,0.01,0.3929925804112309
100% Corpus,3,0.61,0.31,0.42626692656629067
100% Corpus,3,0.61,0.61,0.3812206818286443
100% Corpus,3,0.61,0.9099999999999999,0.453479883665089
100% Corpus,3,0.61,symmetric,0.3904752045104967
100% Corpus,3,0.9099999999999999,0.01,0.3648774778117223
100% Corpus,3,0.9099999999999999,0.31,0.4184250375580099
100% Corpus,3,0.9099999999999999,0.61,0.4208407942142179
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.4002902615311757
100% Corpus,3,0.9099999999999999,symmetric,0.3793168325768394
100% Corpus,3,symmetric,0.01,0.4631599447311169
100% Corpus,3,symmetric,0.31,0.39283527612748437
100% Corpus,3,symmetric,0.61,0.4092584982255917
100% Corpus,3,symmetric,0.9099999999999999,0.48148747201357783
100% Corpus,3,symmetric,symmetric,0.4120996950017323
100% Corpus,3,asymmetric,0.01,0.4578570558714466
100% Corpus,3,asymmetric,0.31,0.427908333247584
100% Corpus,3,asymmetric,0.61,0.46319604854471325
100% Corpus,3,asymmetric,0.9099999999999999,0.43525287829601933
100% Corpus,3,asymmetric,symmetric,0.4565625547790507
100% Corpus,4,0.01,0.01,0.40163988926125116
100% Corpus,4,0.01,0.31,0.371525099674029
100% Corpus,4,0.01,0.61,0.40643390708395744
100% Corpus,4,0.01,0.9099999999999999,0.4745900697513147
100% Corpus,4,0.01,symmetric,0.43870244654599916
100% Corpus,4,0.31,0.01,0.42403041234815
100% Corpus,4,0.31,0.31,0.40590193953151077
100% Corpus,4,0.31,0.61,0.3917417843771183
100% Corpus,4,0.31,0.9099999999999999,0.43513850000912296
100% Corpus,4,0.31,symmetric,0.4317791001719241
100% Corpus,4,0.61,0.01,0.4032018953611608
100% Corpus,4,0.61,0.31,0.406022494844855
100% Corpus,4,0.61,0.61,0.40007001922594404
100% Corpus,4,0.61,0.9099999999999999,0.453479883665089
100% Corpus,4,0.61,symmetric,0.40000933104874736
100% Corpus,4,0.9099999999999999,0.01,0.42503401794479656
100% Corpus,4,0.9099999999999999,0.31,0.42054133114875575
100% Corpus,4,0.9099999999999999,0.61,0.3657841896946378
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4194305087560618
100% Corpus,4,0.9099999999999999,symmetric,0.42042336817374704
100% Corpus,4,symmetric,0.01,0.4236960645162228
100% Corpus,4,symmetric,0.31,0.39472111654995534
100% Corpus,4,symmetric,0.61,0.4109423200103949
100% Corpus,4,symmetric,0.9099999999999999,0.4390047785505852
100% Corpus,4,symmetric,symmetric,0.4378169575069655
100% Corpus,4,asymmetric,0.01,0.4689163952321884
100% Corpus,4,asymmetric,0.31,0.43690167655654993
100% Corpus,4,asymmetric,0.61,0.4566077943452946
100% Corpus,4,asymmetric,0.9099999999999999,0.4493269720444192
100% Corpus,4,asymmetric,symmetric,0.45069686939359616
100% Corpus,5,0.01,0.01,0.40418410274081146
100% Corpus,5,0.01,0.31,0.3898480923027598
100% Corpus,5,0.01,0.61,0.4185136701574181
100% Corpus,5,0.01,0.9099999999999999,0.4446891700795922
100% Corpus,5,0.01,symmetric,0.41065392027050923
100% Corpus,5,0.31,0.01,0.4258236247932885
100% Corpus,5,0.31,0.31,0.3891250324510557
100% Corpus,5,0.31,0.61,0.38127197733411733
100% Corpus,5,0.31,0.9099999999999999,0.4336997569659018
100% Corpus,5,0.31,symmetric,0.43336549350826903
100% Corpus,5,0.61,0.01,0.3969595774998382
100% Corpus,5,0.61,0.31,0.412233685667944
100% Corpus,5,0.61,0.61,0.42272524236500286
100% Corpus,5,0.61,0.9099999999999999,0.43054770468996584
100% Corpus,5,0.61,symmetric,0.4012997758824439
100% Corpus,5,0.9099999999999999,0.01,0.41488697312206496
100% Corpus,5,0.9099999999999999,0.31,0.42907651347167575
100% Corpus,5,0.9099999999999999,0.61,0.41408114947227725
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.4075933050885466
100% Corpus,5,0.9099999999999999,symmetric,0.4059739327703763
100% Corpus,5,symmetric,0.01,0.4319921298895412
100% Corpus,5,symmetric,0.31,0.3874309897690262
100% Corpus,5,symmetric,0.61,0.40672941318103
100% Corpus,5,symmetric,0.9099999999999999,0.425437726278805
100% Corpus,5,symmetric,symmetric,0.38792119905702827
100% Corpus,5,asymmetric,0.01,0.42975470299997776
100% Corpus,5,asymmetric,0.31,0.43025943241102754
100% Corpus,5,asymmetric,0.61,0.40987615213903855
100% Corpus,5,asymmetric,0.9099999999999999,0.42102165580607337
100% Corpus,5,asymmetric,symmetric,0.4537825009469474
100% Corpus,6,0.01,0.01,0.4084306025686118
100% Corpus,6,0.01,0.31,0.3906031539113405
100% Corpus,6,0.01,0.61,0.4191730082469274
100% Corpus,6,0.01,0.9099999999999999,0.44045037598503195
100% Corpus,6,0.01,symmetric,0.43319894685848703
100% Corpus,6,0.31,0.01,0.39823667553739706
100% Corpus,6,0.31,0.31,0.4407237941643027
100% Corpus,6,0.31,0.61,0.39598270698878985
100% Corpus,6,0.31,0.9099999999999999,0.477723531214895
100% Corpus,6,0.31,symmetric,0.4636970614237869
100% Corpus,6,0.61,0.01,0.3855487226398212
100% Corpus,6,0.61,0.31,0.390973902660262
100% Corpus,6,0.61,0.61,0.41175507515849263
100% Corpus,6,0.61,0.9099999999999999,0.4527676716440755
100% Corpus,6,0.61,symmetric,0.39206729245299377
100% Corpus,6,0.9099999999999999,0.01,0.4211293639187984
100% Corpus,6,0.9099999999999999,0.31,0.4294017194730209
100% Corpus,6,0.9099999999999999,0.61,0.415850434963708
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.4162628622279655
100% Corpus,6,0.9099999999999999,symmetric,0.39071565894785915
100% Corpus,6,symmetric,0.01,0.4236960645162228
100% Corpus,6,symmetric,0.31,0.39939980023021887
100% Corpus,6,symmetric,0.61,0.3914365355520761
100% Corpus,6,symmetric,0.9099999999999999,0.45948514715307914
100% Corpus,6,symmetric,symmetric,0.4417006474421615
100% Corpus,6,asymmetric,0.01,0.4471770793219146
100% Corpus,6,asymmetric,0.31,0.4608676636628303
100% Corpus,6,asymmetric,0.61,0.4237059670395989
100% Corpus,6,asymmetric,0.9099999999999999,0.4466137704030805
100% Corpus,6,asymmetric,symmetric,0.42740735831405685
100% Corpus,7,0.01,0.01,0.4314592246123796
100% Corpus,7,0.01,0.31,0.3742460362581951
100% Corpus,7,0.01,0.61,0.3975044481994613
100% Corpus,7,0.01,0.9099999999999999,0.4729653120541282
100% Corpus,7,0.01,symmetric,0.40503692506122235
100% Corpus,7,0.31,0.01,0.4720682166469505
100% Corpus,7,0.31,0.31,0.4413365686878157
100% Corpus,7,0.31,0.61,0.39410488031770585
100% Corpus,7,0.31,0.9099999999999999,0.4691511771828819
100% Corpus,7,0.31,symmetric,0.4303108077297028
100% Corpus,7,0.61,0.01,0.3824695242399303
100% Corpus,7,0.61,0.31,0.4371767340232995
100% Corpus,7,0.61,0.61,0.38709950285530703
100% Corpus,7,0.61,0.9099999999999999,0.442049930890807
100% Corpus,7,0.61,symmetric,0.3998807761366693
100% Corpus,7,0.9099999999999999,0.01,0.3737664596710138
100% Corpus,7,0.9099999999999999,0.31,0.42033035928836526
100% Corpus,7,0.9099999999999999,0.61,0.41519907923263044
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.3654345657673013
100% Corpus,7,0.9099999999999999,symmetric,0.4305767868299412
100% Corpus,7,symmetric,0.01,0.43579565394080255
100% Corpus,7,symmetric,0.31,0.38519466225574417
100% Corpus,7,symmetric,0.61,0.3914365355520761
100% Corpus,7,symmetric,0.9099999999999999,0.4283312323829773
100% Corpus,7,symmetric,symmetric,0.3910219551610529
100% Corpus,7,asymmetric,0.01,0.4435496493424386
100% Corpus,7,asymmetric,0.31,0.427908333247584
100% Corpus,7,asymmetric,0.61,0.4401433794163343
100% Corpus,7,asymmetric,0.9099999999999999,0.4548783492073447
100% Corpus,7,asymmetric,symmetric,0.42715893114266984
100% Corpus,8,0.01,0.01,0.3971145773472415
100% Corpus,8,0.01,0.31,0.4027472559343911
100% Corpus,8,0.01,0.61,0.3975044481994613
100% Corpus,8,0.01,0.9099999999999999,0.4417218420558238
100% Corpus,8,0.01,symmetric,0.4121512763200766
100% Corpus,8,0.31,0.01,0.45044135335735014
100% Corpus,8,0.31,0.31,0.4516221050004889
100% Corpus,8,0.31,0.61,0.38980925598621835
100% Corpus,8,0.31,0.9099999999999999,0.47560155709022267
100% Corpus,8,0.31,symmetric,0.418788424050757
100% Corpus,8,0.61,0.01,0.40585799325777605
100% Corpus,8,0.61,0.31,0.3641562668388428
100% Corpus,8,0.61,0.61,0.4254895481156743
100% Corpus,8,0.61,0.9099999999999999,0.4560416890709595
100% Corpus,8,0.61,symmetric,0.38733277662890064
100% Corpus,8,0.9099999999999999,0.01,0.41868836642531776
100% Corpus,8,0.9099999999999999,0.31,0.4146201627464106
100% Corpus,8,0.9099999999999999,0.61,0.419566059313394
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4099463217802426
100% Corpus,8,0.9099999999999999,symmetric,0.3914184577563799
100% Corpus,8,symmetric,0.01,0.4091206210437811
100% Corpus,8,symmetric,0.31,0.38833583380273307
100% Corpus,8,symmetric,0.61,0.3955709711049281
100% Corpus,8,symmetric,0.9099999999999999,0.4214196768758246
100% Corpus,8,symmetric,symmetric,0.44248713785082955
100% Corpus,8,asymmetric,0.01,0.46390134888960627
100% Corpus,8,asymmetric,0.31,0.45372028666939296
100% Corpus,8,asymmetric,0.61,0.44169672303222907
100% Corpus,8,asymmetric,0.9099999999999999,0.44789525421443405
100% Corpus,8,asymmetric,symmetric,0.43265444146478355
100% Corpus,9,0.01,0.01,0.4330653928614761
100% Corpus,9,0.01,0.31,0.37849130734874326
100% Corpus,9,0.01,0.61,0.4084491108743472
100% Corpus,9,0.01,0.9099999999999999,0.42765126549263854
100% Corpus,9,0.01,symmetric,0.429152259334193
100% Corpus,9,0.31,0.01,0.4458167593348608
100% Corpus,9,0.31,0.31,0.44075602504120004
100% Corpus,9,0.31,0.61,0.39371480301377787
100% Corpus,9,0.31,0.9099999999999999,0.4234338427678429
100% Corpus,9,0.31,symmetric,0.42306745987096794
