"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FP.WPI.TOTL","Wholesale price index (2010 = 100)","Wholesale price index refers to a mix of agricultural and industrial goods at various stages of production and distribution, including import duties. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",
