,Country Code,Year,Country Name,"Population, Total",Population Growth (Annual %),"Life Expectancy At Birth, Total (Years)","Adolescent Fertility Rate (Births Per 1,000 Women Ages 15-19)",Prevalence Of Undernourishment (% Of Population),Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Domestic General Government Health Expenditure (% Of Gdp),Lifetime Risk Of Maternal Death (%),"Mortality Rate, Neonatal (Per 1,000 Live Births)"
0,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
1,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
2,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
3,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
4,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
5,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
6,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
7,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
8,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
9,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
10,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
11,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
12,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
13,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
14,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
15,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
16,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
17,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
18,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
19,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
20,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
21,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
22,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
23,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
24,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
25,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
26,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
27,AFG,2000,Afghanistan,20779953.0,2.975052846,55.841,153.951,46.1,3587327.0,,,11.21563799,60.6
28,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
29,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
30,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
31,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
32,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
33,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
34,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
35,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
36,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
37,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
38,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
39,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
40,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
41,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
42,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
43,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
44,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
45,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
46,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
47,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
48,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
49,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
50,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
51,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
52,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
53,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
54,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
55,AFG,2001,Afghanistan,21606988.0,3.902805701,56.308,150.192,46.4,3809763.0,,,10.60496814,59.4
56,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
57,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
58,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
59,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
60,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
61,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
62,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
63,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
64,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
65,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
66,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
67,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
68,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
69,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
70,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
71,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
72,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
73,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
74,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
75,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
76,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
77,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
78,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
79,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
80,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
81,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
82,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
83,AFG,2002,Afghanistan,22600770.0,4.496719561,56.784,146.433,43.7,2510294.0,85.37561035,0.08418062400000001,9.73650912,58.2
84,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
85,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
86,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
87,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
88,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
89,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
90,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
91,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
92,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
93,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
94,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
95,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
96,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
97,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
98,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
99,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
100,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
101,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
102,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
103,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
104,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
105,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
106,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
107,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
108,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
109,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
110,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
111,AFG,2003,Afghanistan,23680871.0,4.668361494,57.271,143.7648,39.8,2136039.0,86.06919098,0.650963373,8.97836614,56.9
112,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
113,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
114,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
115,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
116,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
117,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
118,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
119,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
120,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
121,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
122,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
123,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
124,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
125,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
126,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
127,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
128,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
129,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
130,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
131,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
132,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
133,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
134,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
135,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
136,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
137,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
138,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
139,AFG,2004,Afghanistan,24726684.0,4.321539296,57.772,141.0966,36.1,2414460.0,84.52759552,0.542925624,8.315494435,55.6
140,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
141,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
142,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
143,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
144,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
145,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
146,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
147,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
148,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
149,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
150,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
151,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
152,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
153,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
154,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
155,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
156,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
157,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
158,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
159,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
160,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
161,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
162,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
163,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
164,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
165,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
166,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
167,AFG,2005,Afghanistan,25654277.0,3.682731797,58.29,138.4284,33.2,2166139.0,78.97008514,0.529184099,7.810410805,54.3
168,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
169,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
170,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
171,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
172,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
173,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
174,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
175,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
176,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
177,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
178,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
179,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
180,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
181,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
182,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
183,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
184,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
185,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
186,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
187,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
188,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
189,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
190,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
191,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
192,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
193,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
194,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
195,AFG,2006,Afghanistan,26433049.0,2.990478094,58.826,135.7602,30.1,2107510.0,76.82497406,0.497840019,7.581440089,52.9
196,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
197,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
198,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
199,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
200,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
201,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
202,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
203,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
204,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
205,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
206,AFG,2007,Afghanistan,27100536.0,2.493842299,59.375,133.092,27.0,3057655.0,78.16999054,0.559947547,7.268972908999999,51.5
