,Country Code,Year,Country Name,"Children In Employment, Wage Workers (% Of Children In Employment, Ages 7-14)","Unemployment, Total (% Of Total Labor Force) (Modeled Ilo Estimate)","Share Of Youth Not In Education, Employment Or Training, Total (% Of Youth Population)",Unemployment With Intermediate Education (% Of Total Labor Force With Intermediate Education),Unemployment With Advanced Education (% Of Total Labor Force With Advanced Education),"Unemployment, Youth Total (% Of Total Labor Force Ages 15-24) (Modeled Ilo Estimate)","Labor Force, Total","Labor Force Participation Rate, Total (% Of Total Population Ages 15+) (Modeled Ilo Estimate)",Gdp Per Person Employed (Constant 2017 Ppp $),"Wage And Salaried Workers, Total (% Of Total Employment) (Modeled Ilo Estimate)","Employment To Population Ratio, 15+, Total (%) (Modeled Ilo Estimate)",Coverage Of Social Insurance Programs (% Of Population),Coverage Of Social Safety Net Programs (% Of Population),Coverage Of Unemployment Benefits And Almp (% Of Population)
46,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
47,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
48,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
49,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
50,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
51,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
52,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
53,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
54,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
55,AFG,2001,Afghanistan,,11.51299953,,,,18.13599968,5265763.0,47.61999893,,7.690000057000001,42.13700104,,,
56,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
57,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
58,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
59,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
60,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
61,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
62,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
63,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
64,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
65,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
66,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
67,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
68,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
69,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
70,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
71,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
72,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
73,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
74,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
75,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
76,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
77,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
78,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
79,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
80,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
81,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
82,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
83,AFG,2002,Afghanistan,,11.59599972,,,,18.0529995,5554075.0,47.85300064,5859.139862,8.416000366,42.30400085,,,
84,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
85,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
86,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
87,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
88,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
89,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
90,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
91,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
92,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
93,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
94,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
95,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
96,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
97,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
98,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
99,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
100,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
101,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
102,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
103,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
104,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
105,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
106,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
107,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
108,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
109,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
110,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
111,AFG,2003,Afghanistan,,11.60400009,,,,18.09000015,5875424.0,48.09600067,6028.414758,8.418999672,42.51499939,,,
112,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
113,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
114,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
115,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
116,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
117,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
118,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
119,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
120,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
121,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
122,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
123,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
124,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
125,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
126,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
127,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
128,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
129,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
130,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
131,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
132,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
133,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
134,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
135,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
136,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
137,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
138,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
139,AFG,2004,Afghanistan,,11.52799988,,,,18.01000023,6193483.0,48.31200027,5794.809216,8.414999962000001,42.74200058,,,
140,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
141,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
142,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
143,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
144,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
145,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
146,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
147,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
148,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
149,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
150,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
151,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
152,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
153,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
154,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
155,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
156,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
157,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
158,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
159,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
160,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
161,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
162,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
163,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
164,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
165,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
166,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
167,AFG,2005,Afghanistan,,11.4289999,,,,17.75200081,6485734.0,48.48699951,6148.205597,8.57199955,42.94499969,,,
168,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
169,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
170,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
171,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
172,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
173,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
174,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
175,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
176,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
177,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
178,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
179,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
180,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
181,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
182,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
183,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
184,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
185,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
186,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
187,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
188,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
189,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
190,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
191,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
192,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
193,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
194,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
195,AFG,2006,Afghanistan,,11.22399998,,,,17.5340004,6633635.0,48.2519989,6318.510106000002,8.647000313,42.83599854,,,
196,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
197,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
198,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
199,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
200,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
201,AFG,2007,Afghanistan,,11.04599953,,,,17.24500084,6747873.0,48.0,7056.174167,8.852000237,42.69800186,0.53903688,15.26276264,
