,Country Code,Year,Country Name,Completeness Of Death Registration With Cause-Of-Death Information (%),Completeness Of Birth Registration (%),"Population, Total",Population Growth (Annual %),"Life Expectancy At Birth, Total (Years)","Adolescent Fertility Rate (Births Per 1,000 Women Ages 15-19)",Prevalence Of Undernourishment (% Of Population),International Migrant Stock (% Of Population),Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Out-Of-Pocket Expenditure (% Of Current Health Expenditure),Domestic General Government Health Expenditure (% Of Gdp),Lifetime Risk Of Maternal Death (%),People Using Safely Managed Drinking Water Services (% Of Population),Demand For Family Planning Satisfied By Modern Methods (% Of Married Women With Demand For Family Planning),"Mortality Rate, Neonatal (Per 1,000 Live Births)","Mortality From Cvd, Cancer, Diabetes Or Crd Between Exact Ages 30 And 70 (%)","Mortality Rate, Under-5 (Per 1,000 Live Births)"
0,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
1,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
2,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
3,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
4,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
5,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
6,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
7,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
8,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
9,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
10,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
11,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
12,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
13,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
14,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
15,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
16,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
17,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
18,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
19,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
20,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
21,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
22,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
23,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
24,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
25,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
26,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
27,AFG,2000,Afghanistan,,,20779953.0,2.975052846,55.841,153.951,46.1,0.385327536,3587327.0,,,,11.21563799,,,60.6,34.4,128.7
28,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
29,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
30,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
31,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
32,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
33,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
34,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
35,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
36,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
37,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
38,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
39,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
40,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
41,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
42,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
43,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
44,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
45,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
46,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
47,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
48,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
49,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
50,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
51,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
52,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
53,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
54,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
55,AFG,2001,Afghanistan,,,21606988.0,3.902805701,56.308,150.192,46.4,,3809763.0,,,,10.60496814,,,59.4,,124.6
56,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
57,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
58,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
59,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
60,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
61,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
62,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
63,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
64,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
65,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
66,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
67,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
68,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
69,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
70,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
71,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
72,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
73,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
74,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
75,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
76,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
77,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
78,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
79,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
80,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
81,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
82,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
83,AFG,2002,Afghanistan,,,22600770.0,4.496719561,56.784,146.433,43.7,,2510294.0,85.37561035,85.37560701,0.08418062400000001,9.73650912,,,58.2,,120.4
84,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
85,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
86,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
87,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
88,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
89,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
90,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
91,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
92,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
93,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
94,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
95,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
96,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
97,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
98,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
99,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
100,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
101,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
102,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
103,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
104,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
105,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
106,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
107,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
108,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
109,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
110,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
111,AFG,2003,Afghanistan,,6.0,23680871.0,4.668361494,57.271,143.7648,39.8,,2136039.0,86.06919098,86.0691905,0.650963373,8.97836614,,,56.9,,116.3
112,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
113,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
114,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
115,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
116,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
117,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
118,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
119,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
120,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
121,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
122,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
123,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
124,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
125,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
126,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
127,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
128,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
129,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
130,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
131,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
132,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
133,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
134,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
135,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
136,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
137,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
138,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
139,AFG,2004,Afghanistan,,,24726684.0,4.321539296,57.772,141.0966,36.1,,2414460.0,84.52759552,84.52759385,0.542925624,8.315494435,,,55.6,,112.1
140,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
141,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
142,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
143,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
144,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
145,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
146,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
147,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
148,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
149,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
150,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
151,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
152,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
153,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
154,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
155,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
156,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
157,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
158,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
159,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
160,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
161,AFG,2005,Afghanistan,,,25654277.0,3.6827317969999998,58.29,138.4284,33.2,0.35778764799999996,2166139.0,78.97008514,78.97008657,0.529184099,7.810410805,,,54.3,34.1,107.9
